train_accuracy_step,step,epoch,valid_loss,valid_accuracy,train_loss,train_accuracy_epoch,test_loss,test_accuracy
,3007,15,0.32830503582954407,0.9139166474342346,,,,
,3007,15,,,0.2549244463443756,0.9272916913032532,,
0.93359375,3049,16,,,,,,
0.9140625,3099,16,,,,,,
0.8984375,3149,16,,,,,,
,3195,16,0.31281778216362,0.9177500009536743,,,,
,3195,16,,,0.25254249572753906,0.9285833239555359,,
0.92578125,3199,17,,,,,,
0.95703125,3249,17,,,,,,
0.94921875,3299,17,,,,,,
0.921875,3349,17,,,,,,
,3383,17,0.31654608249664307,0.9168333411216736,,,,
,3383,17,,,0.252024382352829,0.9288958311080933,,
0.921875,3399,18,,,,,,
0.9296875,3449,18,,,,,,
0.953125,3499,18,,,,,,
0.9140625,3549,18,,,,,,
,3571,18,0.30959007143974304,0.9181666374206543,,,,
,3571,18,,,0.25335827469825745,0.9287499785423279,,
0.9375,3599,19,,,,,,
0.91015625,3649,19,,,,,,
0.94140625,3699,19,,,,,,
0.9296875,3749,19,,,,,,
,3759,19,0.31928735971450806,0.9129166603088379,,,,
,3759,19,,,0.25059470534324646,0.929937481880188,,
0.921875,3799,20,,,,,,
0.9140625,3849,20,,,,,,
0.9375,3899,20,,,,,,
,3947,20,0.31627053022384644,0.9166666865348816,,,,
,3947,20,,,0.24748530983924866,0.9294166564941406,,
0.97265625,3949,21,,,,,,
0.9375,3999,21,,,,,,
0.9453125,4049,21,,,,,,
0.91796875,4099,21,,,,,,
,4135,21,0.3382270634174347,0.9105833172798157,,,,
,4135,21,,,0.24828316271305084,0.9299583435058594,,
0.921875,4149,22,,,,,,
0.9453125,4199,22,,,,,,
0.94921875,4249,22,,,,,,
0.95703125,4299,22,,,,,,
,4323,22,0.32370826601982117,0.9144166707992554,,,,
,4323,22,,,0.2470218688249588,0.9297083616256714,,
0.9375,4349,23,,,,,,
0.93359375,4399,23,,,,,,
0.92578125,4449,23,,,,,,
0.9375,4499,23,,,,,,
,4511,23,0.34441179037094116,0.9068333506584167,,,,
,4511,23,,,0.24927368760108948,0.9300833344459534,,
0.94921875,4549,24,,,,,,
0.94921875,4599,24,,,,,,
0.953125,4649,24,,,,,,
0.9140625,4699,24,,,,,,
,4699,24,0.3693705201148987,0.902916669845581,,,,
,4699,24,,,0.2469598352909088,0.9312916398048401,,
0.921875,4749,25,,,,,,
0.9375,4799,25,,,,,,
0.91796875,4849,25,,,,,,
,4887,25,0.33326455950737,0.9142500162124634,,,,
,4887,25,,,0.2459302842617035,0.9318333268165588,,
0.94921875,4899,26,,,,,,
0.921875,4949,26,,,,,,
0.92578125,4999,26,,,,,,
0.9375,5049,26,,,,,,
,5075,26,0.3452173173427582,0.9121666550636292,,,,
,5075,26,,,0.24591253697872162,0.9302499890327454,,
0.93359375,5099,27,,,,,,
0.94140625,5149,27,,,,,,
0.9140625,5199,27,,,,,,
0.93359375,5249,27,,,,,,
,5263,27,0.3525328040122986,0.9088333249092102,,,,
,5263,27,,,0.2470250278711319,0.9303541779518127,,
0.94140625,5299,28,,,,,,
0.92578125,5349,28,,,,,,
0.94921875,5399,28,,,,,,
0.953125,5449,28,,,,,,
,5451,28,0.34416335821151733,0.9100000262260437,,,,
,5451,28,,,0.24605484306812286,0.9308124780654907,,
0.9453125,5499,29,,,,,,
0.95703125,5549,29,,,,,,
0.90625,5599,29,,,,,,
,5639,29,0.33604511618614197,0.9155833125114441,,,,
,5639,29,,,0.244562029838562,0.9311041831970215,,
,5640,30,,,,,0.33121004700660706,0.920799970626831
